������,�����Ͻ�,���(��C),������(mm),ǳ��(m__s),����(%),�����(hPa),�������(hPa),����(hr),����(10m),����µ�(��C),SO2,CO,O3,NO2,PM10,PM25
0.0,2017010204,-0.3,0.0,0.3,88.0,5.3,1020.2,0.0,467.0,-0.4,0.005,1.0,0.007,0.028,68.0,45.0
0.0,2017010205,0.3,0.0,0.5,87.0,5.4,1020.3,0.0,530.0,-0.3,0.006,1.0,0.007,0.029,68.0,41.0
0.0,2017010206,0.7,0.0,0.3,86.0,5.6,1020.0,0.0,512.0,-0.2,0.006,1.0,0.007,0.027,74.0,43.0
0.0,2017010207,0.5,0.0,0.6,85.0,5.4,1019.4,0.0,549.0,-0.3,0.006,1.0,0.008,0.029,70.0,45.0
0.0,2017010208,0.0,0.0,0.0,86.0,5.3,1019.9,0.0,483.0,-0.3,0.007,1.1,0.007,0.032,73.0,44.0
0.0795580110497237,2017010209,-0.7,0.0,0.0,87.0,5.1,1020.3,0.0,344.0,-0.6,0.01,1.5,0.008,0.041,85.0,50.0
0.2697016574585635,2017010210,1.6,0.0,0.2,88.0,6.1,1020.1,0.8,483.0,-0.3,0.012,1.4,0.009,0.043,142.0,79.0
0.445524861878453,2017010211,4.5,0.0,0.9,79.0,6.6,1020.5,1.0,611.0,3.8,0.012,1.3,0.012,0.041,144.0,102.0
0.5433812154696133,2017010212,8.9,0.0,0.4,59.0,6.7,1020.0,1.0,834.0,8.8,0.008,0.9,0.029,0.027,121.0,71.0
0.5847513812154697,2017010213,10.3,0.0,1.0,49.0,6.1,1019.1,1.0,1169.0,12.2,0.011,0.8,0.029,0.032,85.0,44.0
0.5664530386740332,2017010214,12.2,0.0,1.5,42.0,6.0,1017.7,1.0,1712.0,13.9,0.011,0.8,0.039,0.023,75.0,38.0
0.4439337016574585,2017010215,13.3,0.0,0.9,38.0,5.8,1017.0,1.0,1452.0,14.5,0.008,0.7,0.044,0.02,56.0,22.0
0.2903867403314917,2017010216,12.9,0.0,1.6,39.0,5.8,1016.8,0.6,1829.0,11.9,0.007,0.7,0.041,0.022,52.0,20.0
0.0485303867403314,2017010217,12.9,0.0,1.4,40.0,6.0,1017.2,0.5,1902.0,11.1,0.007,0.8,0.032,0.029,48.0,21.0
0.0031823204419889,2017010218,11.4,0.0,0.2,50.0,6.7,1017.3,0.0,1849.0,8.7,0.007,0.9,0.01,0.053,49.0,26.0
0.0,2017010219,8.4,0.0,0.8,64.0,7.0,1017.8,0.0,1701.0,5.8,0.011,1.1,0.007,0.056,70.0,33.0
0.0,2017010220,5.6,0.0,0.5,72.0,6.5,1017.7,0.0,1187.0,3.8,0.009,1.2,0.007,0.053,110.0,43.0
0.0,2017010221,3.7,0.0,0.8,78.0,6.2,1018.1,0.0,968.0,2.5,0.006,1.0,0.007,0.043,123.0,50.0
0.0,2017010222,2.0,0.0,0.0,82.0,5.8,1018.4,0.0,823.0,1.4,0.004,1.0,0.007,0.038,98.0,52.0
0.0,2017010223,1.3,0.0,0.0,85.0,5.7,1018.3,0.0,854.0,0.6,0.004,0.8,0.009,0.03,75.0,39.0
0.0,2017010224,0.5,0.0,0.0,86.0,5.5,1018.6,0.0,749.0,0.2,0.004,0.8,0.008,0.028,67.0,41.0
0.0,2017010301,-0.1,0.0,0.0,87.0,5.3,1018.4,0.0,576.0,0.0,0.003,0.8,0.009,0.023,65.0,37.0
0.0,2017010302,-0.9,0.0,0.0,88.0,5.0,1018.0,0.0,542.0,-0.2,0.003,0.8,0.009,0.02,64.0,38.0
0.0,2017010303,-1.4,0.0,0.0,89.0,4.9,1018.5,0.0,540.0,-0.6,0.004,0.7,0.009,0.019,51.0,35.0
0.0,2017010304,-1.8,0.0,0.1,89.0,4.8,1019.2,0.0,489.0,-1.0,0.005,0.8,0.008,0.022,59.0,38.0
0.0,2017010305,-2.0,0.0,0.1,90.0,4.8,1019.5,0.0,501.0,-1.2,0.004,0.7,0.008,0.02,59.0,37.0
0.0,2017010306,-2.3,0.0,0.1,90.0,4.6,1019.3,0.0,438.0,-1.4,0.004,0.7,0.008,0.02,59.0,40.0
0.0,2017010307,-1.5,0.0,0.0,90.0,4.9,1019.6,0.0,151.0,-0.8,0.006,0.8,0.007,0.024,59.0,22.0
0.0007955801104972,2017010308,-1.0,0.0,1.2,91.0,5.2,1020.2,0.0,66.0,-0.9,0.008,1.1,0.008,0.038,59.0,36.0
0.0962651933701657,2017010309,-1.5,0.0,0.2,91.0,5.0,1020.5,0.0,21.0,-0.8,0.01,1.2,0.009,0.039,59.0,60.0
0.3039116022099448,2017010310,-0.8,0.0,0.1,91.0,5.3,1020.9,0.0,23.0,-0.5,0.014,1.3,0.009,0.04,59.0,79.0
0.465414364640884,2017010311,1.1,0.0,0.1,91.0,6.0,1021.8,0.0,18.0,0.3,0.014,1.3,0.009,0.04,59.0,79.0
0.562475138121547,2017010312,5.3,0.0,0.7,92.0,8.1,1021.7,0.9,757.0,6.7,0.017,0.9,0.023,0.035,59.0,101.0
0.5990718232044199,2017010313,8.2,0.0,0.9,38.0,4.1,1020.6,1.0,1046.0,10.6,0.007,0.8,0.037,0.023,117.0,76.0
0.5752044198895027,2017010314,9.5,0.0,0.8,30.0,3.6,1019.7,1.0,1179.0,12.4,0.007,0.8,0.034,0.027,74.0,61.0
0.4932596685082873,2017010315,11.1,0.0,0.4,30.0,4.0,1018.9,1.0,1233.0,13.1,0.005,0.7,0.036,0.026,77.0,49.0
0.3325524861878453,2017010316,11.3,0.0,1.3,28.0,3.8,1018.6,1.0,1305.0,12.0,0.008,0.7,0.036,0.027,68.0,35.0
0.1201325966850828,2017010317,11.7,0.0,0.8,27.0,3.7,1018.5,1.0,1212.0,9.6,0.011,0.7,0.025,0.04,69.0,40.0
0.0055690607734806,2017010318,9.6,0.0,0.5,35.0,4.2,1018.7,0.7,1151.0,6.1,0.015,0.9,0.009,0.056,76.0,40.0
0.0,2017010319,6.3,0.0,0.7,50.0,4.8,1018.8,0.0,855.0,3.5,0.018,1.2,0.008,0.065,99.0,43.0
0.0,2017010320,3.1,0.0,0.2,64.0,4.9,1018.9,0.0,650.0,1.8,0.01,1.2,0.008,0.056,144.0,73.0
0.0,2017010321,1.3,0.0,0.0,73.0,4.9,1019.2,0.0,484.0,0.7,0.008,1.2,0.008,0.046,139.0,64.0
0.0,2017010322,0.2,0.0,0.0,77.0,4.8,1019.5,0.0,501.0,0.4,0.008,1.2,0.007,0.043,114.0,63.0
0.0,2017010323,-0.8,0.0,0.0,79.0,4.6,1019.6,0.0,453.0,0.0,0.006,1.2,0.007,0.036,107.0,60.0
0.0,2017010324,-1.3,0.0,0.4,82.0,4.6,1019.4,0.0,432.0,-0.3,0.005,1.2,0.007,0.031,102.0,66.0
0.0,2017010401,-2.2,0.0,0.0,84.0,4.4,1019.2,0.0,391.0,-0.8,0.004,1.2,0.007,0.029,94.0,64.0
0.0,2017010402,-2.5,0.0,0.0,85.0,4.3,1019.1,0.0,420.0,-1.1,0.004,1.2,0.007,0.027,88.0,55.0
0.0,2017010403,-3.1,0.0,0.1,86.0,4.2,1019.5,0.0,380.0,-1.3,0.004,1.3,0.007,0.027,81.0,55.0
0.0,2017010404,-3.3,0.0,0.0,87.0,4.2,1019.5,0.0,440.0,-1.5,0.006,1.2,0.007,0.027,80.0,51.0
0.0,2017010405,-3.7,0.0,0.0,88.0,4.1,1019.2,0.0,494.0,-1.6,0.004,1.3,0.007,0.024,86.0,56.0
0.0,2017010406,-4.2,0.0,0.0,88.0,4.0,1019.2,0.0,485.0,-1.6,0.005,1.2,0.007,0.023,80.0,46.0
0.0,2017010407,-4.1,0.0,0.0,88.0,4.0,1019.2,0.0,536.0,-1.7,0.007,1.3,0.007,0.024,78.0,43.0
0.0,2017010408,-3.9,0.0,0.3,88.0,4.1,1019.7,0.0,538.0,-1.7,0.011,1.2,0.007,0.026,85.0,49.0
0.046939226519337,2017010409,-3.6,0.0,0.2,88.0,4.1,1020.3,0.0,566.0,-1.5,0.013,1.3,0.008,0.031,91.0,52.0
0.1622983425414364,2017010410,-2.1,0.0,0.0,88.0,4.6,1020.7,0.1,606.0,-0.7,0.012,1.5,0.009,0.034,98.0,67.0
0.2593591160220994,2017010411,1.1,0.0,0.8,84.0,5.6,1021.5,0.5,622.0,-0.4,0.019,1.6,0.009,0.046,129.0,84.0
0.4009723756906077,2017010412,3.8,0.0,0.5,72.0,5.8,1021.4,0.6,785.0,0.6,0.011,1.3,0.012,0.042,187.0,126.0
0.4853038674033149,2017010413,7.7,0.0,0.5,48.0,5.0,1020.2,1.0,818.0,5.2,0.024,1.1,0.017,0.046,113.0,82.0
0.4908729281767955,2017010414,9.4,0.0,0.9,42.0,5.0,1019.2,1.0,667.0,10.1,0.011,1.0,0.033,0.036,127.0,87.0
0.3556243093922652,2017010415,10.9,0.0,0.9,39.0,5.1,1018.6,1.0,678.0,11.8,0.007,1.0,0.04,0.03,106.0,71.0
0.1790055248618784,2017010416,11.2,0.0,0.7,38.0,5.0,1018.2,1.0,729.0,10.0,0.008,1.0,0.037,0.036,105.0,67.0
0.1185414364640883,2017010417,11.1,0.0,0.0,38.0,5.0,1018.0,0.5,706.0,9.1,0.01,0.9,0.037,0.037,101.0,64.0
0.0079558011049723,2017010418,9.9,0.0,0.0,47.0,5.7,1018.5,0.7,743.0,7.1,0.007,1.0,0.034,0.037,104.0,63.0
0.0,2017010419,5.9,0.0,0.0,60.0,5.6,1019.0,0.0,619.0,3.7,0.008,1.1,0.018,0.051,107.0,69.0
0.0,2017010420,3.7,0.0,0.0,71.0,5.7,1019.7,0.0,459.0,2.0,0.007,1.2,0.009,0.057,113.0,71.0
0.0,2017010421,1.8,0.0,0.0,76.0,5.3,1019.5,0.0,371.0,0.8,0.007,1.3,0.007,0.055,158.0,93.0
0.0,2017010422,0.7,0.0,0.0,80.0,5.2,1020.1,0.0,332.0,0.4,0.005,1.2,0.008,0.045,152.0,91.0
0.0,2017010423,-0.1,0.0,0.0,83.0,5.0,1020.4,0.0,293.0,0.1,0.005,1.2,0.007,0.041,131.0,82.0
0.0,2017010424,-0.7,0.0,0.0,85.0,4.9,1020.5,0.0,239.0,-0.2,0.005,1.1,0.008,0.038,126.0,85.0
0.0,2017010501,-1.5,0.0,0.0,86.0,4.7,1020.8,0.0,217.0,-0.5,0.006,1.1,0.007,0.036,125.0,85.0
0.0,2017010502,-1.9,0.0,0.0,87.0,4.6,1021.1,0.0,213.0,-0.8,0.003,1.1,0.007,0.028,126.0,81.0
0.0,2017010503,-2.3,0.0,0.0,88.0,4.5,1021.2,0.0,201.0,-1.0,0.004,1.1,0.007,0.029,109.0,72.0
0.0,2017010504,-2.5,0.0,0.0,88.0,4.5,1021.3,0.0,227.0,-1.1,0.006,1.1,0.007,0.029,112.0,69.0
0.0,2017010505,-2.4,0.0,0.0,89.0,4.6,1021.1,0.0,222.0,-1.2,0.006,1.0,0.007,0.026,105.0,65.0
0.0,2017010506,-2.4,0.0,0.0,89.0,4.6,1021.2,0.0,233.0,-1.1,0.004,1.0,0.007,0.024,104.0,64.0
0.0,2017010507,-2.0,0.0,0.6,90.0,4.8,1021.3,0.0,280.0,-1.0,0.005,1.0,0.007,0.025,103.0,70.0
0.0007955801104972,2017010508,-1.8,0.0,0.2,89.0,4.8,1022.0,0.0,296.0,-0.9,0.008,1.1,0.007,0.029,108.0,69.0
0.0421657458563535,2017010509,-1.6,0.0,0.0,89.0,4.9,1022.2,0.0,257.0,-0.9,0.009,1.3,0.008,0.032,114.0,71.0
0.2156022099447513,2017010510,-0.7,0.0,0.0,89.0,5.2,1022.9,0.0,323.0,-0.6,0.009,1.3,0.01,0.034,153.0,101.0
0.3245966850828729,2017010511,4.0,0.0,0.2,83.0,6.7,1023.4,0.8,493.0,0.1,0.008,1.1,0.016,0.033,140.0,91.0
0.3253922651933701,2017010512,6.8,0.0,0.2,52.0,5.2,1023.6,0.7,581.0,3.1,0.005,0.9,0.03,0.023,170.0,85.0
0.2864088397790055,2017010513,9.2,0.0,0.6,44.0,5.1,1023.0,0.5,653.0,8.1,0.004,0.8,0.038,0.018,86.0,60.0
0.2235580110497237,2017010514,9.7,0.0,1.8,45.0,5.4,1022.2,0.0,787.0,8.9,0.004,0.7,0.043,0.014,70.0,49.0
0.1392265193370165,2017010515,10.0,0.0,3.5,50.0,6.1,1022.0,0.0,1718.0,9.0,0.004,0.7,0.043,0.014,70.0,49.0
0.0883093922651933,2017010516,10.1,0.0,1.2,50.0,6.2,1022.2,0.0,1290.0,8.7,0.004,0.7,0.043,0.014,70.0,49.0
0.0159116022099447,2017010517,9.8,0.0,1.5,52.0,6.2,1022.4,0.0,1288.0,7.6,0.005,0.6,0.03,0.022,70.0,49.0
0.0,2017010518,9.1,0.0,1.9,53.0,6.1,1023.1,0.0,1563.0,6.4,0.006,0.6,0.028,0.023,43.0,49.0
0.0,2017010519,8.3,0.0,1.4,58.0,6.3,1023.6,0.0,1533.0,5.6,0.006,0.6,0.028,0.021,43.0,35.0
0.0,2017010520,7.9,0.0,1.2,61.0,6.5,1024.0,0.0,1692.0,5.4,0.004,0.6,0.032,0.016,30.0,14.0
0.0,2017010521,7.6,0.0,1.7,63.0,6.5,1024.7,0.0,2000.0,4.9,0.003,0.6,0.035,0.013,27.0,11.0
0.0,2017010522,7.1,0.0,0.9,63.0,6.3,1024.6,0.0,2000.0,4.4,0.003,0.6,0.038,0.01,27.0,11.0
0.0,2017010523,6.9,0.0,1.4,63.0,6.2,1024.7,0.0,2000.0,4.5,0.003,0.6,0.03,0.016,25.0,9.0
0.0,2017010524,6.7,0.0,1.8,63.0,6.2,1025.1,0.0,2000.0,4.3,0.002,0.6,0.03,0.014,34.0,10.0
0.0,2017010601,6.3,0.0,1.7,63.0,6.0,1024.6,0.0,2000.0,4.0,0.003,0.6,0.03,0.014,36.0,18.0
0.0,2017010602,6.1,0.0,1.2,64.0,6.0,1024.5,0.0,2000.0,4.0,0.003,0.6,0.032,0.012,36.0,18.0
0.0,2017010603,6.0,0.0,1.5,64.0,6.0,1024.5,0.0,2000.0,4.0,0.003,0.6,0.032,0.012,33.0,13.0
0.0,2017010604,5.5,0.0,0.7,66.0,6.0,1024.5,0.0,2000.0,3.7,0.003,0.6,0.032,0.013,30.0,11.0
0.0,2017010605,5.6,0.0,1.5,65.0,5.9,1024.6,0.0,2000.0,3.6,0.003,0.6,0.033,0.011,29.0,12.0
0.0,2017010606,5.4,0.0,1.3,66.0,5.9,1024.3,0.0,2000.0,3.6,0.003,0.6,0.031,0.014,26.0,8.0
0.0,2017010607,5.2,0.0,0.6,66.0,5.8,1024.3,0.0,2000.0,3.4,0.003,0.6,0.027,0.019,33.0,5.0
0.0007955801104972,2017010608,5.1,0.0,1.3,65.0,5.7,1025.0,0.0,2000.0,3.2,0.003,0.6,0.018,0.03,33.0,9.0
0.0453480662983425,2017010609,4.6,0.0,0.5,67.0,5.7,1025.1,0.0,1919.0,3.1,0.003,0.6,0.022,0.026,33.0,9.0
0.2259447513812154,2017010610,5.5,0.0,0.5,64.0,5.8,1025.2,0.2,689.0,4.7,0.003,0.6,0.028,0.019,39.0,17.0
0.4670055248618784,2017010611,7.5,0.0,1.4,55.0,5.7,1025.3,0.6,1899.0,7.6,0.003,0.6,0.037,0.012,34.0,11.0
0.5688397790055248,2017010612,8.4,0.0,2.2,49.0,5.4,1024.6,1.0,1625.0,10.6,0.003,0.5,0.042,0.01,30.0,1.0
0.6014585635359116,2017010613,9.2,0.0,2.4,42.0,4.9,1023.5,1.0,1982.0,13.0,0.003,0.5,0.044,0.009,26.0,2.0
0.5911160220994476,2017010614,9.7,0.0,2.5,40.0,4.8,1022.5,1.0,1994.0,14.2,0.003,0.5,0.046,0.009,26.0,2.0
0.5147403314917127,2017010615,10.2,0.0,2.8,39.0,4.9,1021.9,1.0,1799.0,14.2,0.003,0.5,0.046,0.01,28.0,9.0
0.3484640883977901,2017010616,11.0,0.0,2.2,37.0,4.9,1021.6,1.0,1773.0,13.5,0.002,0.5,0.045,0.011,28.0,9.0
0.1320662983425414,2017010617,10.5,0.0,1.8,40.0,5.1,1021.3,1.0,2000.0,11.0,0.007,0.8,0.039,0.015,38.0,22.0
0.0031823204419889,2017010618,9.0,0.0,1.2,45.0,5.2,1021.4,0.8,2000.0,7.6,0.005,0.6,0.03,0.023,38.0,22.0
0.0,2017010619,7.7,0.0,0.6,50.0,5.3,1021.8,0.0,2000.0,5.1,0.003,0.8,0.016,0.036,59.0,18.0
0.0,2017010620,4.6,0.0,0.4,61.0,5.2,1022.1,0.0,1852.0,3.4,0.003,0.8,0.014,0.038,57.0,22.0
0.0,2017010621,2.9,0.0,0.0,69.0,5.2,1022.2,0.0,1474.0,2.2,0.003,0.8,0.014,0.033,58.0,31.0
0.0,2017010622,1.7,0.0,0.0,75.0,5.2,1022.3,0.0,1298.0,1.2,0.004,0.8,0.013,0.032,53.0,34.0
0.0,2017010623,0.6,0.0,0.5,79.0,5.0,1021.8,0.0,1143.0,0.7,0.004,0.8,0.012,0.029,53.0,34.0
0.0,2017010624,-0.2,0.0,0.1,81.0,4.9,1021.9,0.0,1068.0,0.4,0.004,0.8,0.009,0.029,56.0,22.0
0.0,2017010701,-0.5,0.0,0.1,84.0,5.0,1021.5,0.0,1007.0,0.1,0.004,0.8,0.007,0.027,56.0,22.0
0.0,2017010702,-1.1,0.0,0.4,86.0,4.9,1021.6,0.0,744.0,-0.1,0.003,0.8,0.007,0.023,53.0,26.0
0.0,2017010703,-1.8,0.0,0.0,87.0,4.7,1021.6,0.0,706.0,-0.4,0.003,0.8,0.007,0.022,53.0,26.0
0.0,2017010704,-2.1,0.0,0.0,88.0,4.6,1021.1,0.0,543.0,-0.7,0.005,0.8,0.007,0.022,53.0,31.0
0.0,2017010705,-2.4,0.0,0.1,89.0,4.6,1020.7,0.0,576.0,-0.9,0.006,0.8,0.007,0.021,53.0,31.0
0.0,2017010706,-2.7,0.0,0.0,89.0,4.5,1020.5,0.0,568.0,-1.1,0.004,0.8,0.007,0.02,47.0,23.0
0.0,2017010707,-2.9,0.0,0.2,89.0,4.4,1020.7,0.0,468.0,-1.3,0.004,0.8,0.007,0.02,53.0,23.0
0.0007955801104972,2017010708,-2.8,0.0,0.5,90.0,4.5,1020.5,0.0,461.0,-1.3,0.005,0.8,0.007,0.02,81.0,31.0
0.0477348066298342,2017010709,-2.6,0.0,0.0,90.0,4.5,1020.6,0.0,365.0,-1.0,0.007,0.9,0.008,0.024,108.0,62.0
0.174232044198895,2017010710,-0.8,0.0,0.3,90.0,5.2,1021.0,0.0,411.0,-0.5,0.006,0.9,0.009,0.025,95.0,61.0
0.2418563535911602,2017010711,2.1,0.0,0.1,88.0,6.2,1020.8,0.6,660.0,-0.1,0.005,0.9,0.013,0.023,79.0,52.0
0.3643756906077348,2017010712,3.8,0.0,0.7,74.0,5.9,1020.3,0.6,814.0,3.8,0.006,0.8,0.017,0.021,79.0,52.0
0.2943646408839779,2017010713,6.9,0.0,0.7,59.0,5.9,1018.8,0.5,1201.0,9.1,0.005,0.8,0.022,0.02,67.0,32.0
0.2195801104972375,2017010714,7.9,0.0,1.4,53.0,5.6,1017.2,0.2,1207.0,9.4,0.005,0.7,0.026,0.021,67.0,32.0
0.2482209944751381,2017010715,8.8,0.0,1.0,50.0,5.7,1015.7,0.0,1540.0,9.6,0.004,0.7,0.032,0.016,43.0,22.0
0.0914917127071823,2017010716,8.9,0.0,0.9,52.0,5.9,1015.4,0.4,1560.0,10.0,0.004,0.6,0.033,0.016,43.0,22.0
0.0318232044198895,2017010717,9.0,0.0,0.3,52.0,6.0,1015.4,0.0,1792.0,8.1,0.004,0.6,0.032,0.019,44.0,20.0
0.0,2017010718,8.7,0.0,1.0,52.0,5.8,1015.4,0.0,1601.0,6.9,0.004,0.6,0.036,0.015,32.0,19.0
0.0,2017010719,8.1,0.0,0.6,54.0,5.8,1015.2,0.0,1704.0,6.0,0.005,0.7,0.027,0.022,47.0,30.0
0.0,2017010720,7.5,0.0,0.3,57.0,5.9,1015.1,0.0,1554.0,5.6,0.004,0.7,0.026,0.021,48.0,28.0
0.0,2017010721,6.7,0.0,0.4,62.0,6.1,1015.2,0.0,1336.0,5.3,0.003,0.7,0.026,0.021,48.0,28.0
0.0,2017010722,7.0,0.0,0.4,58.0,5.8,1015.1,0.0,1710.0,5.1,0.003,0.8,0.022,0.021,53.0,28.0
0.0,2017010723,6.4,0.0,0.2,63.0,6.1,1015.2,0.0,1829.0,5.0,0.003,0.7,0.026,0.017,53.0,28.0
0.0,2017010724,5.8,0.0,0.2,68.0,6.2,1015.1,0.0,1610.0,4.8,0.004,0.7,0.023,0.021,45.0,30.0
0.0,2017010801,5.3,0.0,0.4,69.0,6.1,1014.7,0.0,1131.0,4.7,0.004,0.7,0.016,0.027,46.0,33.0
0.0,2017010802,4.8,0.0,0.2,79.0,6.8,1014.2,0.0,371.0,4.7,0.003,0.8,0.016,0.025,51.0,30.0
0.0,2017010803,4.8,0.0,0.6,84.0,7.2,1013.7,0.0,294.0,4.7,0.003,0.8,0.017,0.021,49.0,35.0
0.0,2017010804,4.7,2.4,0.0,85.0,7.2,1013.4,0.0,175.0,4.6,0.003,0.8,0.019,0.02,44.0,31.0
0.0,2017010805,4.7,0.0,0.0,86.0,7.3,1012.7,0.0,208.0,4.6,0.004,0.8,0.02,0.018,48.0,32.0
0.0,2017010806,4.5,0.0,0.0,87.0,7.3,1011.9,0.0,162.0,4.5,0.003,0.8,0.021,0.017,48.0,32.0
0.0,2017010807,4.6,0.5,0.0,87.0,7.4,1011.2,0.0,242.0,4.4,0.003,0.7,0.02,0.018,40.0,26.0
0.0,2017010808,4.7,0.0,0.1,90.0,7.6,1011.1,0.0,248.0,4.4,0.003,0.8,0.016,0.022,40.0,26.0
0.0167071823204419,2017010809,4.6,0.0,0.0,90.0,7.6,1011.2,0.0,208.0,4.5,0.004,0.8,0.015,0.024,46.0,29.0
0.2052596685082872,2017010810,5.4,0.0,0.0,90.0,8.0,1011.5,0.0,378.0,5.7,0.004,0.8,0.022,0.019,46.0,29.0
0.3094806629834254,2017010811,8.2,0.0,0.7,90.0,9.7,1011.5,0.4,1862.0,9.4,0.004,0.7,0.033,0.013,29.0,17.0
0.2132154696132596,2017010812,9.7,0.0,1.7,64.0,7.7,1011.0,0.4,2000.0,11.3,0.003,0.6,0.037,0.011,29.0,8.0
0.2593591160220994,2017010813,10.3,0.0,1.8,61.0,7.6,1009.7,0.0,2000.0,11.7,0.003,0.6,0.041,0.011,21.0,5.0
0.2911823204419889,2017010814,11.2,0.0,1.6,55.0,7.3,1008.9,0.0,2000.0,13.1,0.003,0.6,0.043,0.01,23.0,3.0
0.4176795580110497,2017010815,11.1,0.0,1.5,55.0,7.2,1008.2,0.0,2000.0,13.2,0.003,0.6,0.046,0.008,23.0,3.0
0.3341436464088397,2017010816,12.3,0.0,2.1,50.0,7.1,1007.7,0.7,2000.0,13.5,0.003,0.6,0.046,0.008,20.0,8.0
0.1432044198895027,2017010817,12.6,0.0,2.3,48.0,7.0,1007.4,1.0,2000.0,12.1,0.003,0.6,0.045,0.01,20.0,8.0
0.0063646408839779,2017010818,11.4,0.0,0.9,52.0,7.0,1007.5,0.8,2000.0,8.9,0.003,0.6,0.04,0.013,24.0,6.0
0.0,2017010819,7.9,0.0,0.6,67.0,7.1,1007.7,0.0,2000.0,6.7,0.003,0.7,0.012,0.042,24.0,6.0
0.0,2017010820,7.3,0.0,0.7,75.0,7.6,1008.0,0.0,2000.0,6.4,0.003,0.7,0.011,0.036,51.0,14.0
